Assignment_3 
 Author: Cheng Chen Yang (ccy3); Yi Hsuan Liao (yhliao4)

Question1
  Storm ID      Name  Distance
  AL011940   UNNAMED     19.98      8.51
  AL021940   UNNAMED      9.56      5.66
  AL031940   UNNAMED     18.71      8.59
  AL041940   UNNAMED     22.15      9.20
  AL051940   UNNAMED     33.56     13.84
  AL061940   UNNAMED     18.08     10.54
  AL071940   UNNAMED     34.47     13.43
  AL081940   UNNAMED      8.45      4.05
  AL091940   UNNAMED     58.47     19.45
  AL011941   UNNAMED      8.17      4.49
  AL021941   UNNAMED     41.82     13.72
  AL031941   UNNAMED     13.24      8.06
  AL041941   UNNAMED     15.60     12.82
  AL051941   UNNAMED     29.64     14.09
  AL061941   UNNAMED     15.75      7.52
  AL011942   UNNAMED     16.77     13.30
  AL021942   UNNAMED     34.91     11.16
  AL031942   UNNAMED     15.13      9.47
  AL041942   UNNAMED     18.03      7.10
  AL051942   UNNAMED     18.41     10.22
  AL061942   UNNAMED     23.73      9.52
  AL071942   UNNAMED     13.89      7.49
  AL081942   UNNAMED     26.18     15.59
  AL091942   UNNAMED     13.01      7.31
  AL101942   UNNAMED     14.67     10.32
  AL111942   UNNAMED     14.56      8.96
  AL011943   UNNAMED     10.66      6.54
  AL021943   UNNAMED     23.12     12.21
  AL031943   UNNAMED     42.74     15.42
  AL041943   UNNAMED     35.76      8.52
  AL051943   UNNAMED     40.52     20.83
  AL061943   UNNAMED     12.51      4.99
  AL071943   UNNAMED     15.36     11.31
  AL081943   UNNAMED     54.80     32.80
  AL091943   UNNAMED     34.19     11.92
  AL101943   UNNAMED      9.64      5.92
  AL011944   UNNAMED     37.47     14.05
  AL021944   UNNAMED     19.68     17.51
  AL031944   UNNAMED     22.80     14.74
  AL041944   UNNAMED     16.33     12.44
  AL051944   UNNAMED     10.40      7.77
  AL061944   UNNAMED     26.09     10.58
  AL071944   UNNAMED     42.52     17.66
  AL081944   UNNAMED     14.63      9.77
  AL091944   UNNAMED     39.70     21.92
  AL101944   UNNAMED     20.66     11.36
  AL111944   UNNAMED     13.34      6.20
  AL121944   UNNAMED     31.00     11.48
  AL131944   UNNAMED     38.26     13.27
  AL141944   UNNAMED      3.55      2.01
  AL011945   UNNAMED     29.19     11.58
  AL021945   UNNAMED      7.81      5.80
  AL031945   UNNAMED     14.70     12.34
  AL041945   UNNAMED     18.76     16.33
  AL051945   UNNAMED      8.45      5.57
  AL061945   UNNAMED     12.78      9.74
  AL071945   UNNAMED     21.88     13.64
  AL081945   UNNAMED     23.20     16.39
  AL091945   UNNAMED     41.06     17.38
  AL101945   UNNAMED     20.27     12.93
  AL111945   UNNAMED     41.87     21.10
  AL011946   UNNAMED      9.56      6.13
  AL021946   UNNAMED     19.00     12.76
  AL031946   UNNAMED     19.51     13.35
  AL041946   UNNAMED     36.48     20.92
  AL051946   UNNAMED     14.96      8.16
  AL061946   UNNAMED     27.57     13.00
  AL071946   UNNAMED     19.95     12.89
  AL011947   UNNAMED     12.71      9.33
  AL021947   UNNAMED     15.14      9.12
  AL031947   UNNAMED     11.98      6.43
  AL041947   UNNAMED     21.50     11.93
  AL051947   UNNAMED     10.53      6.66
  AL061947   UNNAMED     32.52     12.49
  AL071947   UNNAMED     24.31     12.55
  AL081947   UNNAMED     12.74      7.25
  AL091947   UNNAMED     17.38     10.16
  AL101947   UNNAMED     39.16     17.09
  AL011948   UNNAMED     13.54      7.79
  AL021948   UNNAMED     12.17      5.69
  AL031948   UNNAMED     34.76     15.60
  AL041948   UNNAMED     12.05     10.62
  AL051948   UNNAMED     14.28      8.93
  AL061948   UNNAMED     43.98     18.81
  AL071948   UNNAMED     31.88     12.77
  AL081948   UNNAMED     44.43     15.96
  AL091948   UNNAMED     47.96     14.50
  AL101948   UNNAMED     22.84     16.58
  AL011949   UNNAMED     51.34     20.70
  AL021949   UNNAMED     59.53     21.17
  AL031949   UNNAMED     12.66      9.59
  AL041949   UNNAMED     46.37     13.83
  AL051949   UNNAMED     15.85     11.73
  AL061949   UNNAMED     28.28      9.77
  AL071949   UNNAMED     11.28      8.28
  AL081949   UNNAMED     12.49      9.70
  AL091949   UNNAMED     12.51      5.01
  AL101949   UNNAMED     14.29     11.53
  AL111949   UNNAMED     24.34      8.77
  AL121949   UNNAMED     22.18     11.65
  AL131949   UNNAMED     42.78     12.04
  AL141949   UNNAMED     19.89     13.12
  AL151949   UNNAMED     54.95     22.21
  AL161949   UNNAMED      7.55      6.46
  AL011950      ABLE     35.73     13.74
  AL021950     BAKER     30.38      8.75
  AL031950   CHARLIE     48.32     10.59
  AL041950       DOG     39.22     11.90
  AL051950      EASY     18.78      6.89
  AL061950       FOX     48.28     12.95
  AL071950    GEORGE     47.64     16.23
  AL081950       HOW     13.59      7.32
  AL091950      ITEM      8.91      5.50
  AL101950       JIG     31.12     15.51
  AL111950      KING     16.03      8.11
  AL121950   UNNAMED     20.57     11.51
  AL131950      LOVE     17.55      8.56
  AL141950      MIKE     14.88      8.67
  AL151950   UNNAMED     12.61      8.76
  AL161950   UNNAMED     15.09      9.18
  AL011951   UNNAMED     31.45     12.75
  AL021951      ABLE     25.75     10.21
  AL031951     BAKER     20.98     16.43
  AL041951   CHARLIE     20.47     11.62
  AL051951       DOG     19.49     14.22
  AL061951      EASY     40.05     15.48
  AL071951       FOX     56.47     24.31
  AL081951    GEORGE     11.13      6.54
  AL091951       HOW     47.67     19.90
  AL101951      ITEM      8.46      4.07
  AL111951       JIG     13.98      7.70
  AL121951   UNNAMED     27.27     10.44
  AL011952   UNNAMED     35.18     27.74
  AL021952      ABLE     23.78     13.47
  AL031952   UNNAMED     20.80     16.55
  AL041952     BAKER     41.44     14.83
  AL051952   UNNAMED     28.83     12.27
  AL061952   CHARLIE     28.46     13.85
  AL071952       DOG      8.45      5.86
  AL081952   UNNAMED     11.91      7.36
  AL091952      EASY     11.38      4.65
  AL101952       FOX     17.91      8.53
  AL111952   UNNAMED     16.43      9.25
  AL011953     ALICE     13.94      6.03
  AL021953   UNNAMED     22.32     11.54
  AL031953   BARBARA     38.77     16.87
  AL041953     CAROL     35.41     17.75
  AL051953   UNNAMED     15.54      8.46
  AL061953     DOLLY     32.54     16.12
  AL071953      EDNA     45.79     24.72
  AL081953   UNNAMED     14.14      6.92
  AL091953  FLORENCE     19.42     14.08
  AL101953      GAIL     17.14     10.92
  AL111953   UNNAMED     56.65     23.04
  AL121953     HAZEL     41.46     16.81
  AL131953   UNNAMED     13.24      8.95
  AL141953   UNNAMED     14.08     12.32
  AL011954   UNNAMED     48.87     23.95
  AL021954   UNNAMED     29.10     10.37
  AL031954     ALICE     13.93     11.31
  AL041954   UNNAMED     11.63      8.44
  AL051954   BARBARA     10.67      5.89
  AL061954     CAROL     44.17      9.99
  AL071954     DOLLY     38.54     30.11
  AL081954      EDNA     56.66     14.01
  AL091954   UNNAMED     38.80     23.87
  AL101954  FLORENCE     11.27      4.64
  AL111954   UNNAMED      9.26      6.04
  AL121954     GILDA     17.70     10.55
  AL131954   UNNAMED     54.71     10.22
  AL141954     HAZEL     59.99     12.20
  AL151954   UNNAMED      9.23      6.55
  AL161954     ALICE     13.28      6.69
  AL011955    BRENDA     13.06      7.27
  AL021955    CONNIE     20.66     12.05
  AL031955     DIANE     46.35     14.82
  AL041955     EDITH     22.48     10.24
  AL051955   UNNAMED     16.94     10.46
  AL061955     FLORA     51.90     17.29
  AL071955    GLADYS      9.76      6.77
  AL081955      IONE     48.51     15.92
  AL091955     HILDA     17.15      9.79
  AL101955     JANET     26.00     13.13
  AL111955   UNNAMED     48.37     20.89
  AL121955   UNNAMED     29.05      9.34
  AL131955     KATIE     30.81     14.11
  AL011956   UNNAMED     24.20     12.47
  AL021956      ANNA     12.28      9.52
  AL031956     BETSY     27.00     15.51
  AL041956     CARLA     56.24     20.28
  AL051956      DORA      9.84      6.07
  AL061956     ETHEL     12.09      7.02
  AL071956    FLOSSY     26.81     11.70
  AL081956     GRETA     43.67     15.14
  AL091956   UNNAMED     18.84     10.29
  AL101956   UNNAMED     12.91      7.88
  AL111956   UNNAMED     32.02     12.19
  AL121956   UNNAMED      8.28      4.43
  AL011957   UNNAMED     24.48     11.29
  AL021957    AUDREY     50.29     13.00
  AL031957    BERTHA     10.56      7.68
  AL041957    CARRIE     32.47     11.11
  AL051957    DEBBIE     16.10     13.19
  AL061957    ESTHER     16.21      9.33
  AL071957    FRIEDA     23.05     13.67
  AL081957   UNNAMED     28.06     16.76
  AL011958      ALMA     15.47     12.41
  AL021958     BECKY     40.95     19.85
  AL031958      CLEO     31.46     18.61
  AL041958     DAISY     30.12     12.12
  AL051958      ELLA     23.42     13.67
  AL061958      FIFI     20.71     10.97
  AL071958     GERDA     28.64     13.29
  AL081958    HELENE     41.18     17.26
  AL091958      ILSA     58.27     16.05
  AL101958    JANICE     37.88     15.70
  AL111958   UNNAMED     22.62     14.81
  AL121958   UNNAMED     43.99     22.69
  AL011959    ARLENE     24.19      9.35
  AL021959    BEULAH      6.83      3.26
  AL031959   UNNAMED     56.05     24.56
  AL041959     CINDY     34.06     10.39
  AL051959     DEBRA     11.66      6.36
  AL061959     EDITH     21.18     19.30
  AL071959     FLORA     36.96     20.75
  AL081959    GRACIE     33.75      9.45
  AL091959    HANNAH     47.52     17.60
  AL101959     IRENE     16.95     12.86
  AL111959    JUDITH     34.18     15.08
  AL121959   UNNAMED     21.70     11.15
  AL131959   UNNAMED     56.63     13.29
  AL141959   UNNAMED     28.84     14.37
  AL011960   UNNAMED     16.27     10.20
  AL021960      ABBY     17.15     13.28
  AL031960    BRENDA     40.30     15.91
  AL041960      CLEO     25.09     18.05
  AL051960     DONNA     44.07     16.10
  AL061960     ETHEL     18.45      8.28
  AL071960  FLORENCE     13.25      8.97
  AL081960   UNNAMED     18.52     14.61
  AL011961      ANNA     19.75     15.27
  AL021961     BETSY     52.66     15.22
  AL031961     CARLA     50.74     13.20
  AL041961    DEBBIE     47.30     18.82
  AL051961    ESTHER     30.30     12.03
  AL061961   UNNAMED     42.55     16.64
  AL071961   FRANCES     28.79     11.34
  AL081961     GERDA     36.78     17.15
  AL091961    HATTIE     11.62      7.53
  AL101961     JENNY     36.60     13.45
  AL111961      INGA     18.48      4.78
  AL121961   UNNAMED     22.96     16.28
  AL011962      ALMA     22.95     10.45
  AL021962     BECKY     27.61     16.57
  AL031962     CELIA     25.05     11.20
  AL041962     DAISY     32.59     12.86
  AL051962      ELLA     39.63     15.12
  AL061962   UNNAMED     42.47     15.52
  AL071962   UNNAMED     15.03      8.13
  AL011963    ARLENE     48.98     16.68
  AL021963    BEULAH     46.33     13.99
  AL031963   UNNAMED     36.95     18.27
  AL041963     CINDY      9.58      5.40
  AL051963     DEBRA     20.24     12.21
  AL061963     EDITH     24.95     11.12
  AL071963     FLORA     40.54     12.98
  AL081963     GINNY     34.62      9.15
  AL091963    HELENA     15.27      7.04
  AL101963   UNNAMED     24.46     13.24
  AL011964   UNNAMED     25.25     11.40
  AL021964   UNNAMED     33.05     15.91
  AL031964      ABBY     10.19      8.35
  AL041964    BRENDA     21.19     11.94
  AL051964      CLEO     40.96     12.10
  AL061964      DORA     31.88     13.75
  AL071964     ETHEL     27.79     13.83
  AL081964  FLORENCE     20.90     12.00
  AL091964    GLADYS     44.11     11.32
  AL101964     HILDA     16.47      8.46
  AL111964    ISBELL     20.82      8.23
  AL121964   UNNAMED      9.22      5.51
  AL131964   UNNAMED     20.50     11.95
  AL011965   UNNAMED     35.95     19.07
  AL021965      ANNA     52.74     17.24
  AL031965     BETSY     22.07      9.42
  AL041965     CAROL     25.16     11.17
  AL051965    DEBBIE      9.15      6.43
  AL061965     ELENA     42.31     20.05
  AL071965   UNNAMED     23.29     11.18
  AL081965   UNNAMED     25.81     15.70
  AL091965   UNNAMED     19.61      9.55
  AL101965   UNNAMED     23.33     10.94
  AL011966      ALMA     17.85      9.05
  AL021966     BECKY     20.62     18.87
  AL031966     CELIA     39.31     14.49
  AL051966      ELLA     21.49     14.11
  AL041966   DOROTHY     17.57      7.16
  AL061966     FAITH     41.31     17.81
  AL071966     GRETA     16.88     10.71
  AL081966    HALLIE      6.17      3.61
  AL091966      INEZ     14.63      8.96
  AL101966    JUDITH     18.79     14.30
  AL111966      LOIS     33.15     13.72
  AL011967   UNNAMED      5.33      3.10
  AL021967   UNNAMED     13.38      6.70
  AL031967   UNNAMED      9.18      6.27
  AL041967   UNNAMED     16.80     13.34
  AL051967   UNNAMED     15.68     11.57
  AL061967   UNNAMED     21.41     18.49
  AL071967   UNNAMED     20.79     14.88
  AL081967   UNNAMED     17.60     10.60
  AL091967   UNNAMED     14.41     10.50
  AL101967   UNNAMED     20.46     12.65
  AL111967    ARLENE     29.25     15.47
  AL121967     CHLOE     26.09     13.69
  AL131967    BEULAH     13.22      6.94
  AL141967     DORIA     16.45      7.48
  AL151967   UNNAMED     17.56     12.89
  AL161967   UNNAMED     25.63      9.07
  AL171967   UNNAMED     10.38      6.94
  AL181967     EDITH     13.83      9.17
  AL191967      FERN      9.24      6.16
  AL201967   UNNAMED     13.67     12.08
  AL211967    GINGER      7.79      6.39
  AL221967   UNNAMED     10.86      9.71
  AL231967   UNNAMED     11.30      9.57
  AL241967   UNNAMED     13.87     11.12
  AL251967     HEIDI     20.30      9.91
  AL261967   UNNAMED     27.41     15.79
  AL011968      ABBY     13.11      6.33
  AL021968    BRENDA     22.90     12.10
  AL031968     CANDY     30.46     21.71
  AL041968   UNNAMED     10.57      9.41
  AL051968     DOLLY     24.66     18.01
  AL061968   UNNAMED      9.12      4.85
  AL071968   UNNAMED     17.85     13.39
  AL081968      EDNA     18.21     11.32
  AL091968   UNNAMED     29.60     10.60
  AL101968   UNNAMED     17.00     11.41
  AL111968   UNNAMED     23.95     19.80
  AL121968   FRANCES     24.98     12.54
  AL131968   UNNAMED     15.95     10.00
  AL141968    GLADYS     35.26     12.43
  AL151968   UNNAMED     25.03     22.89
  AL011969   UNNAMED     10.14      6.59
  AL021969   UNNAMED     20.39     16.74
  AL031969   UNNAMED     15.06     10.74
  AL041969   UNNAMED      5.93      3.13
  AL051969   UNNAMED     19.04     11.91
  AL061969      ANNA     44.48     20.08
  AL071969   BLANCHE     42.59     35.31
  AL081969    DEBBIE     53.15     16.41
  AL091969   CAMILLE     38.30     15.21
  AL101969   UNNAMED     21.86     12.58
  AL111969   UNNAMED      9.68      7.40
  AL121969       EVE     13.66      9.28
  AL131969 FRANCELIA     27.28     10.72
  AL141969   UNNAMED      9.29      5.97
  AL151969   UNNAMED     23.97     13.64
  AL161969     GERDA     46.20     18.88
  AL171969     HOLLY     30.88      7.90
  AL181969   UNNAMED     12.12      5.83
  AL191969   UNNAMED      8.98      6.45
  AL201969      INGA     15.44      6.20
  AL211969   UNNAMED     27.78      8.95
  AL221969   UNNAMED     22.18      8.57
  AL231969   UNNAMED     14.97      8.55
  AL241969     JENNY     15.41     10.25
  AL251969      KARA     46.41     14.48
  AL261969    LAURIE     11.08      6.47
  AL271969   UNNAMED     27.66     12.72
  AL281969   UNNAMED     21.75     13.71
  AL291969    MARTHA      4.09      1.54
  AL011970      ALMA     16.38      9.01
  AL021970     BECKY     20.32     11.36
  AL031970   UNNAMED     20.34     12.12
  AL041970     CELIA     14.59     11.64
  AL051970   UNNAMED     19.11     15.92
  AL061970   UNNAMED      8.85      8.85
  AL071970   UNNAMED     19.06     14.84
  AL081970   UNNAMED     58.39     19.90
  AL091970   DOROTHY     16.98     13.77
  AL101970   UNNAMED     11.09      6.30
  AL111970   UNNAMED     14.80     12.15
  AL121970      ELLA     19.42     10.31
  AL131970    FELICE     19.36      9.94
  AL141970   UNNAMED     12.38     10.19
  AL151970   UNNAMED     18.77     10.58
  AL161970     GRETA     14.06      7.22
  AL171970   UNNAMED     30.67     21.78
  AL181970   UNNAMED     55.24     14.60
  AL191970   UNNAMED     48.93      8.25
  AL011971    ARLENE     29.34     17.37
  AL021971   UNNAMED      9.62      9.48
  AL031971   UNNAMED      4.47      4.47
  AL041971   UNNAMED     44.80     20.84
  AL051971   UNNAMED      9.25      6.15
  AL061971      BETH     17.96     10.53
  AL071971   UNNAMED      7.74      4.15
  AL081971     CHLOE     24.48     12.83
  AL091971     DORIA     29.66     16.01
  AL101971   UNNAMED     13.80     11.18
  AL111971      FERN      6.66      4.54
  AL121971   UNNAMED     24.31     11.87
  AL131971     EDITH     19.52     11.50
  AL141971    GINGER     21.73      5.73
  AL151971   UNNAMED     18.17      8.31
  AL161971   UNNAMED     24.16     16.37
  AL171971     HEIDI     23.46     12.56
  AL181971     IRENE     19.30     10.91
  AL191971    JANICE     20.64     16.14
  AL201971   UNNAMED     10.02      6.17
  AL211971    KRISTY     37.18     21.06
  AL221971     LAURA     10.45      5.70
  AL011972     ALPHA     17.59      8.22
  AL021972     AGNES     20.12      8.92
  AL031972   UNNAMED      8.25      7.19
  AL041972   UNNAMED     11.97      8.80
  AL051972   UNNAMED     13.83      6.92
  AL061972   UNNAMED     12.97     10.63
  AL071972   UNNAMED     24.31     21.65
  AL081972   UNNAMED      3.93      2.98
  AL091972   UNNAMED     13.91     12.84
  AL101972     BETTY     21.93      8.76
  AL111972    CARRIE     21.27      9.07
  AL121972   UNNAMED     12.05     10.02
  AL131972      DAWN     22.61      9.45
  AL141972   CHARLIE     50.21     26.48
  AL151972   UNNAMED     11.58      8.95
  AL161972   UNNAMED     14.41     13.19
  AL171972   UNNAMED     19.76     12.54
  AL181972   UNNAMED      9.80      7.22
  AL191972     DELTA     12.45      6.16
  AL011973   UNNAMED     13.16      9.00
  AL021973   UNNAMED     15.94     12.40
  AL031973   UNNAMED      4.76      4.34
  AL041973     ALICE     39.88     13.24
  AL051973   UNNAMED     16.75     14.17
  AL061973      ALFA     14.53     12.46
  AL071973   UNNAMED     27.86     23.48
  AL081973    BRENDA     11.45      7.39
  AL091973 CHRISTINE     17.76     12.91
  AL101973     DELIA     18.21      9.86
  AL111973   UNNAMED     15.69      7.62
  AL121973     ELLEN     50.60     19.44
  AL131973   UNNAMED     10.51      7.13
  AL141973      FRAN     41.11     26.63
  AL151973   UNNAMED     22.50     21.04
  AL161973     GILDA     43.18     10.53
  AL171973   UNNAMED     10.52      8.88
  AL011974   UNNAMED      8.96      5.42
  AL021974   UNNAMED     36.86     29.02
  AL031974   UNNAMED     19.06     17.87
  AL041974   UNNAMED     10.90      6.31
  AL051974   UNNAMED     27.83     17.39
  AL061974   UNNAMED     22.03      8.08
  AL071974      ALMA     24.68     22.20
  AL081974   UNNAMED     13.69     13.36
  AL091974     BECKY     35.20     12.73
  AL101974    CARMEN     23.96     10.22
  AL111974   UNNAMED     22.86     14.93
  AL121974     DOLLY     38.43     20.88
  AL131974    ELAINE     27.24     13.77
  AL141974      FIFI     20.31     11.93
  AL151974   UNNAMED     12.00      9.18
  AL161974   UNNAMED     12.18      9.85
  AL171974  GERTRUDE     15.88      8.75
  AL181974   UNNAMED     38.61     13.01
  AL191974   UNNAMED     13.66     12.73
  AL201974   UNNAMED      4.09      3.95
  AL011975   UNNAMED     12.23      7.84
  AL021975       AMY     35.50     11.71
  AL031975   UNNAMED     15.08     14.74
  AL041975   BLANCHE     37.56     14.72
  AL051975   UNNAMED     18.71      9.57
  AL061975   UNNAMED      7.08      6.22
  AL071975  CAROLINE     13.37      8.94
  AL081975     DORIS     14.72      6.16
  AL091975   UNNAMED     24.14     14.50
  AL101975   UNNAMED      9.82      8.65
  AL111975   UNNAMED      9.51      5.69
  AL121975   UNNAMED     38.16     11.79
  AL131975    ELOISE     28.41     11.16
  AL141975      FAYE     44.62     14.71
  AL151975    GLADYS     56.07     17.34
  AL161975   UNNAMED      4.30      2.83
  AL171975   UNNAMED     14.48     10.47
  AL181975   UNNAMED     10.58      8.94
  AL191975    HALLIE     19.39      9.40
  AL201975   UNNAMED     15.80      9.52
  AL211975   UNNAMED     15.97      8.56
  AL221975   UNNAMED     14.47      8.21
  AL231975   UNNAMED     22.96     15.76
  AL011976   UNNAMED     23.21     15.66
  AL021976   UNNAMED     21.60     16.63
  AL031976   UNNAMED     27.98     26.72
  AL041976   UNNAMED      5.27      4.58
  AL051976   UNNAMED     22.77     16.01
  AL061976      ANNA     34.92     12.53
  AL071976     BELLE     22.46     11.37
  AL081976    DOTTIE     21.52      8.54
  AL091976   CANDICE     31.59     11.92
  AL101976      EMMY     19.05     11.65
  AL111976   FRANCES     20.81     13.59
  AL121976   UNNAMED      8.05      6.68
  AL131976   UNNAMED      6.20      5.27
  AL141976   UNNAMED      9.00      6.92
  AL151976   UNNAMED     19.32      9.26
  AL161976   UNNAMED     15.58      6.62
  AL171976    GLORIA     33.26      9.52
  AL181976   UNNAMED     12.74     11.18
  AL191976   UNNAMED     20.79     10.44
  AL201976   UNNAMED      9.19      6.76
  AL211976     HOLLY     44.93     15.61
  AL011977   UNNAMED     10.60     10.53
  AL021977   UNNAMED     13.09     12.55
  AL031977   UNNAMED      7.33      6.93
  AL041977   UNNAMED     19.64     16.92
  AL051977     ANITA     19.21      7.58
  AL061977      BABE     11.90      8.71
  AL071977     CLARA     30.71     10.10
  AL081977   UNNAMED     12.83     11.72
  AL091977   UNNAMED      9.02      8.61
  AL101977   DOROTHY     30.08     20.70
  AL111977   UNNAMED     13.10     12.55
  AL121977   UNNAMED     13.17      8.46
  AL131977    EVELYN     34.78     25.93
  AL141977    FRIEDA      8.60      5.47
  AL151977   UNNAMED     15.99     15.76
  AL011978   UNNAMED     15.02     10.77
  AL021978   UNNAMED      8.25      6.10
  AL031978   UNNAMED     22.21     20.08
  AL041978    AMELIA      8.74      8.20
  AL051978      BESS     10.96      7.15
  AL061978      CORA     21.84     18.49
  AL071978   UNNAMED     19.56     18.14
  AL081978   UNNAMED      6.54      6.01
  AL091978     DEBRA     22.10     11.05
  AL101978      ELLA     41.08     15.72
  AL111978   UNNAMED      6.29      5.56
  AL121978   UNNAMED     52.23     13.73
  AL131978   FLOSSIE     39.75     14.90
  AL141978   UNNAMED      6.77      5.20
  AL151978      HOPE     33.96     16.50
  AL161978     GRETA     20.27     12.29
  AL171978   UNNAMED     18.21     11.62
  AL181978   UNNAMED      9.86      8.59
  AL191978      IRMA     35.78      9.54
  AL201978    JULIET     21.25     14.40
  AL211978   UNNAMED     10.70      9.49
  AL221978   UNNAMED     12.90     10.06
  AL231978    KENDRA     51.07     20.83
  AL241978   UNNAMED     14.91     10.11
  AL011979   UNNAMED     14.07      7.98
  AL021979       ANA     16.53     12.05
  AL031979   UNNAMED     23.40     12.80
  AL041979       BOB     19.60     11.64
  AL051979   UNNAMED     20.70     14.80
  AL061979 CLAUDETTE     23.57     12.79
  AL071979   UNNAMED     19.14     15.37
  AL081979   UNNAMED     37.46     20.20
  AL091979     DAVID     38.88     15.40
  AL101979   UNNAMED     14.56      8.32
  AL111979  FREDERIC     78.79     13.74
  AL121979     ELENA     11.16      6.90
  AL131979   UNNAMED     22.81     14.79
  AL141979    GLORIA     23.50     11.69
  AL151979     HENRI     12.04      5.96
  AL161979   UNNAMED     25.92     13.90
  AL171979   UNNAMED      6.93      4.67
  AL181979   UNNAMED     43.98     29.49
  AL191979   UNNAMED     11.04      6.07
  AL201979   UNNAMED     12.76     10.98
  AL011980   UNNAMED     11.34      7.62
  AL021980   UNNAMED      6.65      5.21
  AL031980   UNNAMED     19.15     14.25
  AL041980     ALLEN     22.53     16.29
  AL051980   UNNAMED     28.21     21.27
  AL061980    BONNIE     47.75     17.24
  AL071980   CHARLEY     37.87     15.75
  AL081980   UNNAMED     23.92     18.30
  AL091980   GEORGES     39.81     19.66
  AL101980      EARL     37.67     19.57
  AL111980  DANIELLE     13.10      7.83
  AL121980   FRANCES     33.53     11.70
  AL131980   HERMINE     14.67      9.07
  AL141980      IVAN     39.45     12.84
  AL151980   UNNAMED      3.97      3.19
  AL161980    JEANNE     14.87      6.76
  AL171980   UNNAMED     13.31      8.11
  AL181980      KARL     28.15     14.13
  AL011981   UNNAMED     10.62      9.67
  AL021981   UNNAMED      9.96      8.54
  AL031981    ARLENE     18.56     13.44
  AL041981   UNNAMED     14.98     11.56
  AL051981   UNNAMED     12.24     11.01
  AL061981      BRET     22.62     14.45
  AL071981   UNNAMED     18.15     15.02
  AL081981   UNNAMED     14.56     11.98
  AL091981     CINDY     24.69     14.36
  AL101981    DENNIS     25.19     14.44
  AL111981   UNNAMED     19.47     14.58
  AL121981   UNNAMED     10.13      7.95
  AL131981     EMILY     13.08      8.36
  AL141981     FLOYD     22.59     13.80
  AL151981      GERT     31.64     18.79
  AL161981    HARVEY     25.63     14.80
  AL171981   UNNAMED     11.79     10.09
  AL181981     IRENE     55.63     16.85
  AL191981   UNNAMED     24.13     14.03
  AL201981      JOSE     42.07     16.57
  AL211981   KATRINA     29.46     10.33
  AL221981   UNNAMED     17.84      8.08
  AL011982   ALBERTO      9.69      5.22
  AL021982   UNNAMED     45.37     28.61
  AL031982     BERYL     14.95     11.21
  AL041982   UNNAMED     12.62     10.50
  AL051982     CHRIS     11.15      7.42
  AL061982     DEBBY     47.41     19.19
  AL071982   UNNAMED     16.88     13.70
  AL081982   ERNESTO     26.14     13.46
  AL011983   UNNAMED     16.66     13.99
  AL021983   UNNAMED     18.00     14.90
  AL031983    ALICIA     14.21      8.04
  AL041983     BARRY     16.80     10.59
  AL051983   CHANTAL     19.38      9.72
  AL061983      DEAN     14.11      8.09
  AL011984   UNNAMED      8.05      5.99
  AL021984   UNNAMED      8.08      6.95
  AL031984   UNNAMED     24.48     22.13
  AL041984   UNNAMED     11.26      8.80
  AL051984   UNNAMED     22.58     19.97
  AL061984    ARTHUR     14.81      7.45
  AL071984    BERTHA     26.14     14.17
  AL081984     CESAR     19.66     15.24
  AL091984   UNNAMED      7.12      4.40
  AL101984     DIANA     41.51      9.72
  AL111984   EDOUARD      3.13      2.08
  AL121984      FRAN     17.81     11.89
  AL131984    GUSTAV     16.27      6.70
  AL141984  HORTENSE     29.98     10.87
  AL151984   ISIDORE     23.69     12.40
  AL161984 JOSEPHINE     24.70      9.37
  AL171984   UNNAMED     17.92     15.44
  AL181984     KLAUS     25.34     11.77
  AL191984   UNNAMED     19.89     15.06
  AL201984      LILI     33.68     11.94
  AL011985       ANA     29.16     15.49
  AL021985       BOB     19.04      8.64
  AL031985 CLAUDETTE     30.04     17.42
  AL041985     DANNY     15.96     11.19
  AL051985     ELENA     23.98     11.19
  AL061985   UNNAMED     19.05     13.10
  AL071985   UNNAMED     17.61     12.74
  AL081985    FABIAN     38.40     17.72
  AL091985    GLORIA     41.32     16.17
  AL101985     HENRI     14.56      9.42
  AL111985    ISABEL     16.97      8.74
  AL121985      JUAN     17.15      9.09
  AL131985      KATE     26.81     12.89
  AL141985   UNNAMED      6.62      4.82
  AL011986    ANDREW     23.63     11.17
  AL021986    BONNIE     13.24      8.93
  AL031986   UNNAMED     28.52     12.21
  AL041986   UNNAMED     11.50     10.24
  AL051986   CHARLEY     34.76     11.67
  AL061986   UNNAMED     20.93     15.04
  AL071986   UNNAMED     15.78     11.10
  AL081986  DANIELLE     29.07     20.26
  AL091986      EARL     51.53     12.69
  AL101986   FRANCES     15.52      8.34
  AL011987   UNNAMED     10.87      6.78
  AL031987   UNNAMED     11.53      5.61
  AL021987    ARLENE     31.38     12.04
  AL041987   UNNAMED     22.59     17.70
  AL051987      BRET     19.40     14.33
  AL061987   UNNAMED     15.75     12.32
  AL071987     CINDY     24.04     16.15
  AL081987   UNNAMED     20.56     18.29
  AL091987   UNNAMED     13.00     12.47
  AL101987    DENNIS     25.05     11.22
  AL111987   UNNAMED     10.72      8.15
  AL121987     EMILY     61.21     24.47
  AL131987     FLOYD     19.86     11.73
  AL141987   UNNAMED     13.82      8.99
  AL011988   ALBERTO     32.66     20.79
